;Участники
20988;2
20989;1
20990;8
20991;4
20992;4
20993;3
20994;3
20995;5
20996;5
20997;7
20998;3
20999;1
21000;1
21001;3
21002;5
21003;6
21004;1
21005;6
21006;5
21007;3
21008;3
21009;1
21010;2
21011;2
21012;2
21013;4
21014;0
21015;8
21016;2
21017;6
21018;2
21019;3
21020;2
21021;2
21022;2
21023;4
21024;5
21025;4
21026;4
21027;1
21028;4
21029;1
21030;4
21031;3
21032;3
21033;6
21034;5
21035;1
21036;3
21037;4
21038;1
21039;2
21040;4
21041;2
21042;1
21043;6
21044;4
21045;4
21046;2
21047;0
21048;2
21049;6
21050;0
21051;4
21052;0
21053;4
21054;4
21055;5
21056;1
21057;2
21058;4
21059;1
21060;3
21061;2
21062;2
21063;4
21064;4
21065;2
21066;7
21067;3
21068;2
21069;1
21070;3
21071;6
21072;4
21073;4
21074;1
21075;4
21076;2
21077;2
21078;2
21079;9
21080;1
21081;6
21082;4
21083;2
21084;7
21085;4
21086;5
21087;2
21088;2
21089;3
21090;4
21091;6
21092;5
21093;2
21094;7
21095;3
21096;1
21097;2
21098;3
21099;4
21100;7
21101;4
21102;7
21103;1
21104;2
21105;1
21106;1
21107;4
21108;3
21109;3
21110;4
21111;1
21112;2
21113;2
21114;3
21115;1
21116;4
21117;2
21118;3
21119;3
21120;4
21121;1
21122;2
21123;4
21124;4
21125;1
21126;2
21127;4
21128;4
21129;3
21130;3
21131;3
21132;5
21133;4
21134;2
21135;2
21136;4
21137;6
21138;2
21139;6
21140;4
21141;3
21142;5
21143;0
21144;2
21145;2
21146;1
21147;5
21148;2
21149;4
21150;3
21151;6
21152;3
21153;1
21154;5
21155;3
21156;1
21157;6
21158;2
21159;1
21160;5
21161;6
21162;4
21163;5
21164;3
21165;5
21166;2
21167;1
21168;3
21169;4
21170;3
21171;4
21172;3
21173;5
21174;4
21175;3
21176;7
21177;2
21178;3
21179;7
21180;3
21181;4
21182;3
21183;3
21184;6
21185;2
21186;5
21187;4
21188;1
21189;4
21190;4
21191;1
21192;2
21193;2
21194;3
21195;1
21196;2
21197;4
21198;4
21199;4
21200;1
21201;2
21202;2
21203;9
21204;4
21205;2
21206;3
21207;4
21208;2
21209;5
21210;4
21211;1
21212;3
21213;2
21214;0
21215;3
21216;2
21217;5
21218;4
21219;3
21220;3
21221;2
21222;4
21223;4
21224;3
21225;3
21226;1
21227;2
21228;3
21229;5
21230;4
21231;2
21232;3
21233;2
21234;6
21235;3
21236;2
21237;2
21238;0
21239;8
21240;2
21241;4
21242;3
21243;4
21244;3
21245;4
21246;5
21247;1
21248;3
21249;5
21250;0
21251;2
21252;1
21253;2
21254;4
21255;1
21256;6
21257;2
21258;3
21259;4
21260;1
21261;5
21262;4
21263;3
21264;4
21265;3
21266;1
21267;3
21268;1
21269;4
21270;4
21271;4
21272;4
21273;2
21274;6
21275;3
21276;4
21277;3
21278;1
21279;2
21280;2
21281;3
21282;3
21283;4
21284;3
21285;3
21286;2
21287;4
21288;3
21289;2
21290;3
21291;2
21292;2
21293;2
21294;1
21295;4
21296;6
21297;0
21298;5
21299;1
21300;8
21301;1
21302;3
21303;1
21304;6
21305;3
21306;2
21307;5
21308;2
21309;1
21310;3
21311;1
21312;4
21313;5
21314;5
21315;3
21316;4
21317;2
21318;1
21319;2
21320;4
21321;3
21322;3
21323;4
21324;3
21325;4
21326;6
21327;2
21328;6
21329;4
21330;4
21331;2
21332;3
21333;4
21334;2
21335;3
21336;7
21337;5
21338;2
21339;4
21340;2
21341;4
21342;5
21343;4
21344;1
21345;1
21346;7
21347;2
21348;2
21349;1
21350;5
21351;2
21352;1
21353;4
21354;3
21355;3
21356;4
21357;5
21358;5
21359;5
21360;2
21361;1
21362;3
21363;1
21364;2
21365;3
21366;3
21367;3
21368;1
21369;3
21370;2
21371;2
21372;5
21373;4
21374;3
21375;3
21376;1
21377;3
21378;3
21379;5
21380;0
21381;5
21382;3
21383;5
21384;2
21385;3
21386;2
21387;6
21388;4
21389;3
21390;4
21391;4
21392;3
21393;3
21394;1
21395;4
21396;6
21397;4
21398;8
21399;3
21400;5
21401;1
21402;2
21403;1
21404;2
21405;5
21406;3
21407;1
21408;2
21409;3
21410;2
21411;3
21412;2
21413;3
21414;2
21415;4
21416;2
21417;4
21418;1
21419;2
21420;1
21421;3
21422;5
21423;4
21424;3
21425;3
21426;3
21427;6
21428;3
21429;3
21430;5
21431;2
21432;4
21433;2
21434;1
21435;3
21436;1
21437;2
21438;6
21439;3
21440;7
21441;5
21442;6
21443;2
21444;2
21445;4
21446;4
21447;5
21448;3
21449;2
21450;1
21451;3
21452;6
21453;5
21454;4
21455;4
21456;6
21457;4
21458;3
21459;5
21460;4
21461;4
21462;3
21463;3
21464;4
21465;5
21466;3
21467;5
21468;3
21469;3
21470;4
21471;2
21472;3
21473;5
21474;4
21475;3
21476;4
21477;3
21478;1
21479;6
21480;4
21481;1
21482;4
21483;2
21484;2
21485;2
21486;5
21487;2
21488;2
21489;6
21490;3
21491;3
21492;3
21493;2
21494;3
21495;4
21496;5
21497;3
21498;2
21499;3
21500;1
21501;3
21502;3
21503;3
21504;5
21505;4
21506;2
21507;3
21508;1
21509;1
21510;2
21511;2
21512;3
21513;2
21514;1
21515;6
21516;4
21517;2
21518;3
21519;2
21520;3
21521;5
21522;2
21523;3
21524;1
21525;3
21526;3
21527;2
21528;5
21529;6
21530;3
21531;3
21532;2
21533;6
21534;8
21535;3
21536;3
21537;7
21538;4
21539;3
21540;3
21541;4
21542;3
21543;0
21544;0
21545;3
21546;2
21547;3
21548;2
21549;2
21550;5
21551;6
21552;2
21553;3
21554;2
21555;4
21556;2
21557;2
21558;4
21559;2
21560;2
21561;6
21562;3
21563;3
21564;2
21565;3
21566;2
21567;1
21568;4
21569;4
21570;4
21571;2
21572;0
21573;4
21574;4
21575;2
21576;2
21577;3
21578;6
21579;4
21580;3
21581;4
21582;3
21583;2
21584;3
21585;2
21586;3
21587;3
21588;3
21589;5
21590;6
21591;1
21592;7
21593;1
21594;5
21595;5
21596;3
21597;4
21598;2
21599;8
21600;7
21601;5
21602;3
21603;0
21604;4
21605;4
21606;3
21607;4
21608;3
21609;4
21610;2
21611;5
21612;3
21613;3
21614;3
21615;1
21616;4
21617;2
21618;2
21619;2
21620;1
21621;4
21622;1
21623;5
21624;3
21625;3
21626;3
21627;6
21628;1
21629;3
21630;2
21631;3
21632;4
21633;1
21634;3
21635;3
21636;2
21637;1
21638;5
21639;1
21640;5
21641;2
21642;6
21643;3
21644;3
21645;6
21646;4
21647;1
21648;4
21649;7
21650;2
21651;3
21652;1
21653;4
21654;5
21655;0
21656;7
21657;6
21658;3
21659;3
21660;2
21661;2
21662;5
21663;2
21664;2
21665;4
21666;2
21667;1
21668;2
21669;1
21670;5
21671;3
21672;1
21673;4
21674;0
21675;5
21676;0
21677;4
21678;2
21679;2
21680;3
21681;4
21682;2
21683;3
21684;4
21685;3
21686;7
21687;2
21688;3
21689;3
21690;3
21691;2
21692;2
21693;4
21694;4
21695;1
21696;4
21697;2
21698;2
21699;5
21700;5
21701;2
21702;5
21703;2
21704;2
21705;4
21706;1
21707;1
21708;2
21709;6
21710;3
21711;6
21712;1
21713;2
21714;2
21715;3
21716;4
21717;6
21718;2
21719;1
21720;2
21721;2
21722;3
21723;4
21724;2
21725;6
21726;2
21727;4
21728;6
21729;3
21730;0
21731;1
21732;3
21733;4
21734;3
21735;2
21736;5
21737;2
21738;1
21739;8
21740;4
21741;4
21742;0
21743;4
21744;6
21745;5
21746;3
21747;3
21748;3
21749;5
21750;5
21751;4
21752;1
21753;3
21754;1
21755;0
21756;5
21757;8
21758;1
21759;5
21760;4
21761;6
21762;4
21763;3
21764;3
21765;5
21766;1
21767;4
21768;3
21769;4
21770;4
21771;5
21772;0
21773;3
21774;3
21775;3
21776;8
21777;3
21778;1
21779;1
21780;5
21781;2
21782;3
21783;5
21784;6
21785;8
21786;4
21787;5
21788;4
21789;3
21790;4
21791;3
21792;1
21793;4
21794;1
21795;0
21796;8
21797;2
21798;2
21799;3
21800;0
21801;6
21802;3
21803;2
21804;0
21805;3
21806;2
21807;4
21808;7
21809;1
21810;5
21811;3
21812;7
21813;4
21814;1
21815;2
21816;3
21817;4
21818;2
21819;5
21820;2
21821;6
21822;3
21823;2
21824;5
21825;5
21826;2
21827;1
21828;3
21829;2
21830;4
21831;3
21832;4
21833;2
21834;4
21835;1
21836;4
21837;5
21838;2
21839;7
21840;1
21841;5
21842;2
21843;3
21844;3
21845;0
21846;3
21847;1
21848;3
21849;2
21850;3
21851;2
21852;0
21853;1
21854;3
21855;2
21856;4
21857;2
21858;3
21859;1
21860;3
21861;3
21862;2
21863;4
21864;5
21865;4
21866;4
21867;4
21868;3
21869;7
21870;4
21871;4
21872;2
21873;5
21874;2
21875;2
21876;5
21877;3
21878;4
21879;4
21880;3
21881;2
21882;5
21883;7
21884;6
21885;4
21886;2
21887;1
21888;8
21889;6
21890;6
21891;2
21892;2
21893;3
21894;2
21895;4
21896;3
21897;5
21898;4
21899;2
21900;4
21901;4
21902;1
21903;4
21904;3
21905;4
21906;4
21907;5
21908;5
21909;4
21910;3
21911;3
21912;4
21913;7
21914;4
21915;8
21916;2
21917;3
21918;5
21919;7
21920;4
21921;4
21922;4
21923;3
21924;2
21925;2
21926;4
21927;6
21928;6
21929;4
21930;3
21931;5
21932;3
21933;3
21934;2
21935;1
21936;2
21937;3
21938;2
21939;5
21940;2
21941;2
21942;2
21943;4
21944;4
21945;1
21946;2
21947;7
21948;3
21949;1
21950;3
21951;5
21952;1
21953;3
21954;4
21955;2
21956;2
21957;6
21958;2
21959;1
21960;2
21961;1
21962;3
21963;2
21964;5
21965;1
21966;1
21967;6
21968;8
21969;1
21970;1
21971;4
21972;1
21973;2
21974;1
21975;1
21976;5
21977;5
21978;5
21979;5
21980;3
21981;1
21982;4
21983;1
21984;2
21985;4
21986;3
21987;4
21988;5
21989;4
21990;3
21991;2
21992;6
21993;3
21994;4
21995;4
21996;2
21997;6
21998;5
21999;0
22000;2
22001;5
22002;3
22003;4
22004;2
22005;4
22006;2
22007;4
22008;1
22009;2
22010;3
22011;4
22012;2
22013;4
22014;3
22015;6
22016;6
22017;2
22018;1
22019;6
22020;6
22021;3
22022;1
22023;2
22024;2
22025;2
22026;4
22027;2
22028;4
22029;4
22030;2
22031;2
22032;3
22033;2
22034;4
22035;4
22036;4
22037;5
22038;3
22039;4
22040;1
22041;0
22042;3
22043;2
22044;4
22045;0
22046;5
22047;4
22048;4
22049;2
22050;5
22051;4
22052;5
22053;5
22054;2
22055;2
22056;5
22057;1
22058;0
22059;0
22060;4
22061;3
22062;3
22063;3
22064;4
22065;2
22066;7
22067;7
22068;1
22069;4
22070;7
22071;2
22072;4
22073;1
22074;1
22075;3
22076;2
22077;4
22078;3
22079;3
22080;3
22081;1
22082;2
22083;4
22084;1
22085;1
22086;2
22087;5
22088;2
22089;3
22090;3
22091;4
22092;4
22093;2
22094;3
22095;4
22096;5
22097;5
22098;3
22099;4
22100;3
22101;3
22102;2
22103;3
22104;1
22105;5
22106;2
22107;0
22108;1
22109;3
22110;5
22111;2
22112;1
22113;2
22114;2
22115;3
22116;5
22117;7
22118;3
22119;4
22120;4
22121;4
22122;2
22123;5
22124;6
22125;2
22126;4
22127;3
22128;3
22129;1
22130;5
22131;2
22132;4
22133;3
22134;6
22135;6
22136;4
22137;1
22138;2
22139;2
22140;2
22141;2
22142;3
22143;3
22144;5
22145;6
22146;1
22147;4
22148;2
22149;4
22150;3
22151;2
22152;2
22153;3
22154;4
22155;2
22156;1
22157;4
22158;3
22159;3
22160;6
22161;3
22162;4
22163;7
22164;3
22165;3
22166;2
22167;3
22168;2
22169;3
22170;3
22171;3
22172;3
22173;4
22174;6
22175;5
22176;3
22177;3
22178;5
22179;6
22180;0
22181;4
22182;0
22183;2
22184;3
22185;3
22186;2
22187;3
22188;3
22189;3
22190;1
22191;4
22192;4
22193;3
22194;1
22195;4
22196;1
22197;2
22198;4
22199;5
22200;1
22201;3
22202;2
22203;3
22204;3
22205;3
22206;6
22207;2
22208;4
22209;3
22210;3
22211;3
22212;4
22213;2
22214;4
22215;4
22216;4
22217;4
22218;3
22219;3
22220;2
22221;3
22222;4
22223;5
22224;4
22225;3
22226;5
22227;5
22228;4
22229;1
22230;3
22231;4
22232;4
22233;3
22234;3
22235;1
22236;5
22237;1
22238;3
22239;4
22240;1
22241;4
22242;2
22243;6
22244;0
22245;2
22246;3
22247;5
22248;3
22249;1
22250;2
22251;5
22252;2
22253;1
22254;5
22255;1
22256;6
22257;2
22258;4
22259;2
22260;5
22261;5
22262;5
22263;0
22264;4
22265;3
22266;3
22267;4
22268;6
22269;2
22270;3
22271;3
22272;5
22273;2
22274;3
22275;2
22276;3
22277;1
22278;1
22279;5
22280;1
22281;4
22282;4
22283;4
22284;4
22285;5
22286;5
22287;3
22288;3
22289;4
22290;3
22291;7
22292;6
22293;4
22294;5
22295;3
22296;3
22297;3
22298;3
22299;1
22300;3
22301;6
22302;2
22303;5
22304;7
22305;5
22306;4
22307;2
22308;7
22309;6
22310;1
22311;4
22312;5
22313;5
22314;3
22315;4
22316;1
22317;3
22318;3
22319;5
22320;1
22321;2
22322;2
22323;4
22324;3
22325;1
22326;2
22327;3
22328;6
22329;5
22330;1
22331;6
22332;4
22333;1
22334;3
22335;4
22336;3
22337;3
22338;2
22339;1
22340;4
22341;4
22342;1
22343;3
22344;4
22345;4
22346;6
22347;1
22348;1
22349;3
22350;1
22351;2
22352;2
22353;3
22354;5
22355;2
22356;2
22357;2
22358;2
22359;2
22360;5
22361;4
22362;5
22363;5
22364;1
22365;2
22366;1
22367;3
22368;6
22369;2
22370;2
22371;3
22372;6
22373;3
22374;6
22375;2
22376;3
22377;4
22378;3
22379;2
22380;2
22381;1
22382;2
22383;3
22384;5
22385;1
22386;2
22387;1
22388;1
22389;2
22390;3
22391;3
22392;4
22393;3
22394;1
22395;2
22396;3
22397;5
22398;2
22399;2
22400;3
22401;5
22402;3
22403;1
22404;2
22405;1
22406;3
22407;1
22408;4
22409;4
22410;5
22411;5
22412;1
22413;2
22414;0
22415;3
22416;2
22417;4
22418;4
22419;2
22420;3
22421;3
22422;5
22423;4
22424;1
22425;1
22426;5
22427;2
22428;4
22429;6
22430;5
22431;0
22432;1
22433;3
22434;5
22435;5
22436;3
22437;5
22438;6
22439;3
22440;1
22441;1
22442;2
22443;4
22444;0
22445;4
22446;6
22447;5
22448;3
22449;2
22450;6
22451;2
22452;4
22453;4
22454;4
22455;3
22456;1
22457;0
22458;2
22459;4
22460;1
22461;4
22462;4
22463;0
22464;2
22465;3
22466;7
22467;3
22468;3
22469;3
22470;3
22471;3
22472;5
22473;3
22474;6
22475;1
22476;4
22477;2
22478;9
22479;5
22480;2
22481;5
22482;1
22483;1
22484;2
22485;3
22486;4
22487;4
22488;1
22489;4
22490;2
22491;5
22492;5
22493;2
22494;3
22495;5
22496;3
22497;3
22498;1
22499;3
22500;4
22501;5
22502;5
22503;1
22504;1
22505;1
22506;1
22507;3
22508;4
22509;6
22510;0
22511;6
22512;3
22513;3
22514;5
22515;6
22516;4
22517;2
22518;5
22519;4
22520;4
22521;3
22522;4
22523;2
22524;2
22525;3
22526;1
22527;1
22528;3
22529;4
22530;5
22531;1
22532;4
22533;4
22534;1
22535;6
22536;6
22537;4
22538;3
22539;7
22540;4
22541;4
22542;3
22543;4
22544;6
22545;2
22546;6
22547;2
22548;5
22549;4
22550;3
22551;3
22552;3
22553;5
22554;3
22555;2
22556;3
22557;1
22558;3
22559;2
22560;5
22561;4
22562;0
22563;5
22564;2
22565;2
22566;3
22567;5
22568;5
22569;5
22570;6
22571;5
22572;5
22573;2
22574;4
22575;4
22576;5
22577;5
22578;4
22579;4
22580;5
22581;4
22582;1
22583;3
22584;2
22585;2
22586;6
22587;4
22588;4
22589;2
22590;2
22591;4
22592;4
22593;4
22594;3
22595;4
22596;5
22597;3
22598;1
22599;1
22600;2
22601;7
22602;3
22603;2
22604;3
22605;4
22606;2
22607;4
22608;4
22609;3
22610;4
22611;3
22612;3
22613;3
22614;0
22615;2
22616;3
22617;2
22618;4
22619;3
22620;5
22621;3
22622;2
22623;2
22624;2
22625;2
22626;5
22627;4
22628;5
22629;3
22630;4
22631;1
22632;4
22633;3
22634;3
22635;3
22636;4
22637;5
22638;5
22639;1
22640;5
22641;2
22642;8
22643;2
22644;4
22645;2
22646;3
22647;4
22648;2
22649;4
22650;3
22651;4
22652;3
22653;1
22654;5
22655;10
22656;2
22657;2
22658;6
22659;4
22660;3
22661;6
22662;4
22663;2
22664;4
22665;5
22666;3
22667;2
22668;5
22669;3
22670;5
22671;4
22672;1
22673;5
22674;3
22675;2
22676;1
22677;6
22678;2
22679;1
22680;5
22681;3
22682;3
22683;2
22684;5
22685;3
22686;3
22687;2
22688;4
22689;3
22690;6
22691;4
22692;3
22693;6
22694;2
22695;4
22696;2
22697;4
22698;4
22699;4
22700;1
22701;3
22702;5
22703;7
22704;0
22705;3
22706;2
22707;0
22708;5
22709;4
22710;6
22711;3
22712;1
22713;5
22714;3
22715;2
22716;0
22717;5
22718;5
22719;0
22720;3
22721;1
22722;1
22723;2
22724;4
22725;5
22726;2
22727;6
22728;2
22729;2
22730;3
22731;3
22732;4
22733;4
22734;9
22735;4
22736;4
22737;2
22738;5
22739;4
22740;3
22741;8
22742;3
22743;1
22744;3
22745;2
22746;4
22747;2
22748;2
22749;3
22750;4
22751;1
22752;3
22753;1
22754;1
22755;4
22756;2
22757;3
22758;2
22759;3
22760;2
22761;3
22762;2
22763;4
22764;5
22765;2
22766;2
22767;3
22768;2
22769;4
22770;5
22771;3
22772;4
22773;2
22774;6
22775;1
22776;4
22777;2
22778;3
22779;5
22780;4
22781;5
22782;2
22783;4
22784;3
22785;5
22786;0
22787;4
22788;2
22789;3
22790;5
22791;3
22792;5
22793;4
22794;7
22795;3
22796;4
22797;5
22798;3
22799;2
22800;6
22801;2
22802;2
22803;2
22804;2
22805;3
22806;2
22807;4
22808;1
22809;2
22810;3
22811;8
22812;3
22813;1
22814;4
22815;3
22816;3
22817;5
22818;1
22819;1
22820;1
22821;4
22822;3
22823;4
22824;1
22825;5
22826;0
22827;1
22828;3
22829;2
22830;3
22831;3
22832;8
22833;5
22834;2
22835;3
22836;1
22837;2
22838;2
22839;3
22840;5
22841;2
22842;3
22843;2
22844;3
22845;6
22846;3
22847;1
22848;4
22849;3
22850;3
22851;2
22852;4
22853;2
22854;2
22855;3
22856;3
22857;1
22858;2
22859;2
22860;2
22861;2
22862;5
22863;5
22864;2
22865;3
22866;5
22867;4
22868;4
22869;1
22870;1
22871;2
22872;5
22873;2
22874;2
22875;4
22876;4
22877;5
22878;5
22879;1
22880;3
22881;4
22882;2
22883;3
22884;2
22885;3
22886;3
22887;5
22888;5
22889;4
22890;3
22891;5
22892;4
22893;3
22894;1
22895;1
22896;8
22897;6
22898;5
22899;6
22900;4
22901;3
22902;5
22903;3
22904;6
22905;8
22906;2
22907;2
22908;5
22909;3
22910;3
22911;4
22912;3
22913;1
22914;0
22915;0
22916;2
22917;5
22918;4
22919;1
22920;4
22921;4
22922;3
22923;4
22924;1
22925;3
22926;3
22927;3
22928;6
22929;2
22930;3
22931;7
22932;7
22933;8
22934;2
22935;6
22936;6
22937;4
22938;4
22939;3
22940;3
22941;0
22942;5
22943;1
22944;3
22945;1
22946;2
22947;3
22948;3
22949;3
22950;5
22951;3
22952;8
22953;2
22954;4
22955;4
22956;4
22957;4
22958;3
22959;7
22960;5
22961;3
22962;2
22963;4
22964;2
22965;3
22966;4
22967;2
22968;3
22969;3
22970;3
22971;7
22972;5
22973;3
22974;3
22975;4
22976;1
22977;2
22978;6
22979;3
22980;5
22981;3
22982;7
22983;3
22984;4
22985;2
22986;4
22987;3
22988;2
22989;2
22990;2
22991;1
22992;3
22993;4
22994;6
22995;3
22996;5
22997;1
22998;2
22999;2
23000;2
23001;2
23002;4
23003;5
23004;2
23005;4
23006;5
23007;2
23008;1
23009;7
23010;2
23011;3
23012;3
23013;5
23014;0
23015;4
23016;5
23017;2
23018;3
23019;3
23020;3
23021;5
23022;2
23023;5
23024;4
23025;3
23026;2
23027;5
23028;2
23029;3
23030;5
23031;0
23032;5
23033;5
23034;4
23035;4
23036;4
23037;3
23038;3
23039;4
23040;3
23041;2
23042;3
23043;6
23044;2
23045;5
23046;6
23047;1
23048;1
23049;3
23050;2
23051;3
23052;5
23053;1
23054;6
23055;3
23056;1
23057;3
23058;3
23059;2
23060;7
23061;3
23062;5
23063;4
23064;4
23065;4
23066;5
23067;4
23068;2
23069;2
23070;2
23071;6
23072;4
23073;3
23074;3
23075;5
23076;1
23077;8
23078;4
23079;5
23080;3
23081;3
23082;4
23083;4
23084;3
23085;1
23086;4
23087;7
23088;4
23089;5
23090;3
23091;2
23092;5
23093;2
23094;3
23095;4
23096;4
23097;3
23098;5
23099;3
23100;4
23101;3
23102;4
23103;4
23104;4
23105;3
23106;1
23107;5
23108;2
23109;2
23110;2
23111;3
23112;2
23113;5
23114;3
23115;4
23116;5
23117;7
23118;2
23119;5
23120;2
23121;3
23122;6
23123;1
23124;6
23125;2
23126;2
23127;2
23128;4
23129;6
23130;1
23131;3
23132;4
23133;4
23134;2
23135;2
23136;5
23137;0
23138;2
23139;5
23140;4
23141;3
23142;2
23143;2
23144;6
23145;3
23146;3
23147;4
23148;3
23149;4
23150;3
23151;2
23152;5
23153;1
23154;2
23155;3
23156;1
23157;0
23158;1
23159;5
23160;4
23161;3
23162;5
23163;6
23164;4
23165;5
23166;2
23167;3
23168;3
23169;5
23170;2
23171;1
23172;4
23173;3
23174;3
23175;3
23176;3
23177;2
23178;3
23179;7
23180;1
23181;7
23182;4
23183;4
23184;3
23185;3
23186;7
23187;2
23188;7
23189;4
23190;5
23191;2
23192;4
23193;0
23194;3
23195;3
23196;2
23197;4
23198;2
23199;1
23200;5
23201;3
23202;5
23203;1
23204;4
23205;2
23206;3
23207;1
23208;3
23209;3
23210;7
23211;4
23212;6
23213;3
23214;8
23215;4
23216;2
23217;6
23218;0
23219;2
23220;2
23221;4
23222;6
23223;3
23224;4
23225;3
23226;6
23227;3
23228;3
23229;2
23230;1
23231;6
23232;4
23233;5
23234;3
23235;1
23236;2
23237;3
23238;4
23239;1
23240;5
23241;3
23242;2
23243;0
23244;2
23245;3
23246;5
23247;5
23248;4
23249;4
23250;2
23251;3
23252;4
23253;0
23254;4
23255;2
23256;2
23257;0
23258;2
23259;2
23260;2
23261;2
23262;1
23263;1
23264;1
23265;4
23266;7
23267;4
23268;3
23269;2
23270;4
23271;3
23272;3
23273;5
23274;4
23275;3
23276;2
23277;7
23278;1
23279;4
23280;3
23281;4
23282;2
23283;3
23284;6
23285;4
23286;4
23287;2
23288;3
23289;2
23290;1
23291;2
23292;4
23293;1
23294;3
23295;6
23296;6
23297;3
23298;5
23299;1
23300;3
23301;4
23302;4
23303;0
23304;2
23305;2
23306;2
23307;4
23308;0
23309;6
23310;6
23311;4
23312;1
23313;3
23314;2
23315;4
23316;2
23317;2
23318;5
23319;2
23320;3
23321;3
23322;4
23323;3
23324;2
23325;7
23326;3
23327;1
23328;3
23329;5
23330;4
23331;2
23332;4
23333;0
23334;5
23335;2
23336;2
23337;1
23338;3
23339;2
23340;3
23341;3
23342;3
23343;6
23344;4
23345;5
23346;2
23347;5
23348;5
23349;2
23350;7
23351;4
23352;3
23353;4
23354;4
23355;3
23356;6
23357;4
23358;5
23359;1
23360;3
23361;5
23362;6
23363;3
23364;5
23365;2
23366;4
23367;4
23368;3
23369;2
23370;4
23371;4
23372;2
23373;3
23374;2
23375;0
23376;1
23377;1
23378;5
23379;6
23380;3
23381;6
23382;2
23383;3
23384;4
23385;1
23386;4
23387;3
23388;5
23389;1
23390;3
23391;3
23392;1
23393;4
23394;4
23395;2
23396;4
23397;1
23398;2
23399;6
23400;2
23401;3
23402;4
23403;3
23404;6
23405;1
23406;3
23407;5
23408;1
23409;3
23410;1
23411;4
23412;2
23413;2
23414;3
23415;3
23416;0
23417;6
23418;4
23419;3
23420;2
23421;3
23422;2
23423;1
23424;2
23425;2
23426;3
23427;7
23428;6
23429;2
23430;4
23431;3
23432;4
23433;4
23434;2
23435;9
23436;3
23437;1
23438;4
23439;3
23440;2
23441;3
23442;2
23443;3
23444;6
23445;3
23446;7
23447;3
23448;4
23449;2
23450;1
23451;1
23452;2
23453;1
23454;5
23455;4
23456;3
23457;3
23458;3
23459;3
23460;2
23461;3
23462;10
23463;2
23464;3
23465;1
23466;4
23467;1
23468;1
23469;1
23470;2
23471;5
23472;5
23473;4
23474;1
23475;3
23476;4
23477;3
23478;2
23479;3
23480;2
23481;4
23482;4
23483;5
23484;1
23485;4
23486;3
23487;4
23488;2
23489;4
23490;3
23491;6
23492;3
23493;2
23494;4
23495;4
23496;3
23497;4
23498;6
23499;4
23500;1
23501;6
23502;6
23503;7
23504;4
23505;4
23506;6
23507;3
23508;1
23509;4
23510;0
23511;4
23512;5
23513;3
23514;5
23515;7
23516;5
23517;3
23518;7
23519;1
23520;4
23521;5
23522;2
23523;2
23524;1
23525;6
23526;5
23527;4
23528;5
23529;3
23530;4
23531;6
23532;4
23533;4
23534;3
23535;7
23536;4
23537;5
23538;4
23539;3
23540;1
23541;3
23542;1
23543;2
23544;3
23545;4
23546;2
23547;4
23548;5
23549;1
23550;4
23551;6
23552;6
23553;2
23554;1
23555;7
23556;2
23557;4
23558;0
23559;1
23560;3
23561;2
23562;4
23563;6
23564;2
23565;1
23566;1
23567;2
23568;3
23569;1
23570;0
23571;3
23572;4
23573;1
23574;2
23575;3
23576;10
23577;3
23578;4
23579;2
23580;2
23581;1
23582;6
23583;4
23584;4
23585;3
23586;2
23587;4
23588;3
23589;2
23590;0
23591;3
23592;5
23593;4
23594;2
23595;1
23596;1
23597;2
23598;3
23599;2
23600;4
23601;3
23602;3
23603;4
23604;4
23605;2
23606;1
23607;0
23608;5
23609;4
23610;2
23611;2
23612;6
23613;3
23614;6
23615;2
23616;3
23617;2
23618;2
23619;5
23620;2
23621;2
23622;5
23623;4
23624;2
23625;2
23626;3
23627;3
23628;4
23629;4
23630;3
23631;3
23632;1
23633;1
23634;3
23635;4
23636;4
23637;2
23638;0
23639;3
23640;0
23641;2
23642;1
23643;1
23644;5
23645;3
23646;5
23647;4
23648;4
23649;2
23650;2
23651;6
23652;3
23653;5
23654;4
23655;3
23656;4
23657;3
23658;3
23659;2
23660;4
23661;3
23662;5
23663;3
23664;3
23665;1
23666;5
23667;2
23668;7
23669;2
23670;3
23671;2
23672;1
23673;3
23674;2
23675;5
23676;2
23677;3
23678;2
23679;4
23680;1
23681;3
23682;3
23683;2
23684;4
23685;4
23686;5
23687;0
23688;7
23689;4
23690;2
23691;5
23692;3
23693;3
23694;3
23695;3
23696;0
23697;1
23698;0
23699;1
23700;5
23701;5
23702;1
23703;2
23704;3
23705;6
23706;1
23707;4
23708;3
23709;1
23710;4
23711;3
23712;4
23713;4
23714;1
23715;3
23716;2
23717;0
23718;4
23719;2
23720;6
23721;2
23722;3
23723;0
23724;3
23725;2
23726;2
23727;2
23728;6
23729;2
23730;2
23731;2
23732;0
23733;1
23734;2
23735;3
23736;4
23737;2
23738;3
23739;3
23740;2
23741;6
23742;2
23743;0
23744;3
23745;3
23746;2
23747;3
23748;3
23749;0
23750;2
23751;6
23752;3
23753;2
23754;5
23755;7
23756;3
23757;5
23758;1
23759;1
23760;3
23761;3
23762;4
23763;1
23764;2
23765;0
23766;3
23767;4
23768;6
23769;1
23770;2
23771;4
23772;4
23773;2
23774;2
23775;7
23776;4
23777;2
23778;6
23779;1
23780;2
23781;2
23782;2
23783;1
23784;4
23785;4
23786;1
